Num,Name,Rest Num,Time (Normal),Time (Min),Day,Day (Encoding),Orders,Wait
7424,Roots,12,19:35,1175,Sunday,6,2,19
7425,Curry Up Now,2,17:51,1071,Wednesday,2,1,8
7426,Seed + Sprout,8,17:41,1061,Tuesday,1,2,22
7427,Panda Express,1,12:57,777,Friday,4,1,3
7428,Sixty-Four North,9,12:06,726,Monday,0,4,24
7429,Roots,12,12:49,769,Wednesday,2,4,27
7430,Caroline's,5,9:44,584,Wednesday,2,2,22
7431,Seed + Sprout,8,16:43,1003,Monday,0,2,17
7432,Panda Express,1,9:19,559,Friday,4,2,2
7433,Lemongrass,6,11:25,685,Wednesday,2,2,25
7434,Burger King,0,23:15,1395,Thursday,3,2,8
7435,Panda Express,1,14:34,874,Monday,0,2,4
7436,Roots,12,20:10,1210,Saturday,5,2,22
7437,Canyon Vista,14,15:23,923,Thursday,3,2,15
7438,Roots,12,20:16,1216,Wednesday,2,2,27
7439,Bistro,13,13:04,784,Friday,4,4,29
7440,Roots,12,10:32,632,Sunday,6,3,22
7441,Blue Pepper,10,15:26,926,Friday,4,1,22
7442,Roots,12,14:13,853,Thursday,3,2,24
7443,Taco Villa,4,13:49,829,Friday,4,2,13
7444,Sixty-Four North,9,13:05,785,Friday,4,4,25
7445,Curry Up Now,2,12:08,728,Sunday,6,4,11
7446,Santorini,7,10:03,603,Friday,4,2,18
7447,Blue Pepper,10,15:47,947,Saturday,5,2,15
7448,Roots,12,12:14,734,Monday,0,2,25
7449,Seed + Sprout,8,12:05,725,Sunday,6,4,24
7450,Bistro,13,16:14,974,Thursday,3,0,19
7451,Izakaya Underbelly,11,20:17,1217,Sunday,6,1,14
7452,Santorini,7,15:28,928,Sunday,6,2,12
7453,Izakaya Underbelly,11,17:48,1068,Friday,4,1,16
7454,Santorini,7,7:10,430,Monday,0,1,9
7455,Croutons,3,10:20,620,Sunday,6,2,16
7456,Curry Up Now,2,11:04,664,Wednesday,2,3,9
7457,Blue Pepper,10,15:38,938,Saturday,5,1,13
7458,Croutons,3,12:04,724,Wednesday,2,5,32
7459,Taco Villa,4,10:57,657,Friday,4,2,10
7460,Panda Express,1,14:06,846,Friday,4,3,4
7461,Burger King,0,10:57,657,Saturday,5,2,9
7462,Izakaya Underbelly,11,19:22,1162,Friday,4,1,20
7463,Santorini,7,9:17,557,Wednesday,2,0,5
7464,Curry Up Now,2,16:24,984,Saturday,5,0,3
7465,Caroline's,5,13:44,824,Sunday,6,4,19
7466,Taco Villa,4,8:23,503,Wednesday,2,1,5
7467,Panda Express,1,14:02,842,Sunday,6,4,6
7468,Blue Pepper,10,17:02,1022,Thursday,3,1,12
7469,Lemongrass,6,18:24,1104,Monday,0,2,29
7470,Roots,12,18:32,1112,Friday,4,3,24
7471,Curry Up Now,2,11:37,697,Monday,0,5,14
7472,Burger King,0,11:23,683,Wednesday,2,2,12
7473,Lemongrass,6,13:18,798,Saturday,5,5,33
7474,Bistro,13,17:12,1032,Friday,4,3,27
7475,Canyon Vista,14,17:32,1052,Thursday,3,0,10
7476,Croutons,3,10:06,606,Friday,4,2,13
7477,Lemongrass,6,9:44,584,Sunday,6,1,13
7478,Santorini,7,12:21,741,Wednesday,2,4,26
7479,Curry Up Now,2,19:08,1148,Wednesday,2,3,6
7480,Caroline's,5,11:13,673,Friday,4,4,14
7481,Roots,12,14:39,879,Saturday,5,2,19
7482,Croutons,3,10:03,603,Friday,4,2,19
7483,Seed + Sprout,8,18:42,1122,Thursday,3,3,26
7484,Taco Villa,4,15:35,935,Wednesday,2,0,6
7485,Blue Pepper,10,14:54,894,Monday,0,2,16
7486,Croutons,3,12:39,759,Monday,0,4,21
7487,Burger King,0,22:10,1330,Sunday,6,1,3
7488,Santorini,7,15:47,947,Friday,4,1,14
7489,Curry Up Now,2,15:53,953,Saturday,5,0,5
7490,Seed + Sprout,8,17:40,1060,Tuesday,1,3,26
7491,Bistro,13,12:26,746,Saturday,5,4,26
7492,Lemongrass,6,16:19,979,Tuesday,1,3,26
7493,Blue Pepper,10,11:09,669,Tuesday,1,4,33
7494,Izakaya Underbelly,11,17:41,1061,Saturday,5,1,13
7495,Lemongrass,6,12:58,778,Wednesday,2,3,29
7496,Burger King,0,21:46,1306,Saturday,5,4,10
7497,Canyon Vista,14,17:35,1055,Tuesday,1,3,23
7498,Seed + Sprout,8,14:04,844,Saturday,5,2,18
7499,Roots,12,11:17,677,Sunday,6,1,18
7500,Canyon Vista,14,14:22,862,Saturday,5,3,21
7501,Roots,12,14:21,861,Tuesday,1,2,21
7502,Roots,12,11:36,696,Wednesday,2,3,25
7503,Blue Pepper,10,13:22,802,Friday,4,5,35
7504,Curry Up Now,2,10:37,637,Thursday,3,2,9
7505,Taco Villa,4,11:19,679,Friday,4,0,12
7506,Lemongrass,6,11:11,671,Saturday,5,1,24
7507,Sixty-Four North,9,12:02,722,Tuesday,1,4,26
7508,Sixty-Four North,9,14:50,890,Wednesday,2,2,11
7509,Curry Up Now,2,18:05,1085,Thursday,3,2,9
7510,Sixty-Four North,9,14:19,859,Monday,0,1,19
7511,Canyon Vista,14,8:34,514,Friday,4,2,17
7512,Roots,12,13:28,808,Friday,4,4,30
7513,Izakaya Underbelly,11,17:56,1076,Saturday,5,3,18
7514,Roots,12,15:50,950,Tuesday,1,1,19
7515,Roots,12,9:49,589,Thursday,3,0,17
7516,Bistro,13,17:12,1032,Monday,0,2,20
7517,Canyon Vista,14,15:28,928,Thursday,3,2,19
7518,Curry Up Now,2,17:23,1043,Wednesday,2,2,7
7519,Izakaya Underbelly,11,17:22,1042,Monday,0,2,20
7520,Caroline's,5,12:44,764,Monday,0,5,22
7521,Seed + Sprout,8,10:19,619,Thursday,3,0,11
7522,Panda Express,1,12:52,772,Wednesday,2,4,6
7523,Croutons,3,10:30,630,Monday,0,2,20
7524,Sixty-Four North,9,12:59,779,Tuesday,1,3,16
7525,Sixty-Four North,9,13:30,810,Tuesday,1,5,24
7526,Roots,12,12:17,737,Sunday,6,5,25
7527,Sixty-Four North,9,14:30,870,Sunday,6,2,16
7528,Croutons,3,11:51,711,Tuesday,1,2,22
7529,Caroline's,5,10:39,639,Sunday,6,3,17
7530,Taco Villa,4,10:50,650,Sunday,6,3,12
7531,Lemongrass,6,10:42,642,Wednesday,2,2,28
7532,Canyon Vista,14,16:13,973,Tuesday,1,2,19
7533,Blue Pepper,10,18:22,1102,Monday,0,2,22
7534,Santorini,7,19:24,1164,Wednesday,2,4,26
7535,Caroline's,5,8:38,518,Tuesday,1,1,25
7536,Seed + Sprout,8,17:58,1078,Wednesday,2,1,15
7537,Seed + Sprout,8,14:59,899,Sunday,6,2,21
7538,Taco Villa,4,11:44,704,Friday,4,1,8
7539,Izakaya Underbelly,11,20:53,1253,Monday,0,3,21
7540,Croutons,3,13:54,834,Wednesday,2,0,14
7541,Blue Pepper,10,10:41,641,Tuesday,1,1,18
7542,Sixty-Four North,9,14:59,899,Thursday,3,1,19
7543,Seed + Sprout,8,8:58,538,Thursday,3,2,16
7544,Taco Villa,4,19:47,1187,Thursday,3,2,9
7545,Lemongrass,6,17:17,1037,Wednesday,2,1,22
7546,Curry Up Now,2,18:19,1099,Saturday,5,3,9
7547,Blue Pepper,10,12:33,753,Saturday,5,5,36
7548,Curry Up Now,2,14:37,877,Saturday,5,1,4
7549,Blue Pepper,10,17:10,1030,Wednesday,2,2,23
7550,Blue Pepper,10,12:14,734,Friday,4,4,29
7551,Sixty-Four North,9,13:30,810,Tuesday,1,5,24
7552,Burger King,0,17:29,1049,Saturday,5,2,8
7553,Santorini,7,11:36,696,Wednesday,2,5,23
7554,Taco Villa,4,13:12,792,Friday,4,5,19
7555,Sixty-Four North,9,11:40,700,Saturday,5,4,21
7556,Seed + Sprout,8,12:10,730,Tuesday,1,3,26
7557,Bistro,13,11:28,688,Sunday,6,3,23
7558,Sixty-Four North,9,14:20,860,Sunday,6,2,10
7559,Panda Express,1,10:13,613,Tuesday,1,2,4
7560,Canyon Vista,14,11:06,666,Thursday,3,0,9
7561,Burger King,0,15:27,927,Tuesday,1,2,5
7562,Curry Up Now,2,21:51,1311,Sunday,6,1,4
7563,Seed + Sprout,8,9:52,592,Saturday,5,2,11
7564,Caroline's,5,14:22,862,Wednesday,2,1,13
7565,Blue Pepper,10,11:41,701,Friday,4,4,28
7566,Caroline's,5,8:34,514,Wednesday,2,2,19
7567,Roots,12,10:40,640,Saturday,5,2,21
7568,Blue Pepper,10,17:22,1042,Tuesday,1,3,26
7569,Taco Villa,4,18:49,1129,Friday,4,4,19
7570,Seed + Sprout,8,11:32,692,Tuesday,1,5,31
7571,Bistro,13,12:28,748,Wednesday,2,4,32
7572,Sixty-Four North,9,13:26,806,Sunday,6,4,17
7573,Lemongrass,6,10:31,631,Thursday,3,1,35
7574,Blue Pepper,10,17:23,1043,Sunday,6,3,24
7575,Santorini,7,18:52,1132,Saturday,5,1,11
7576,Panda Express,1,13:42,822,Wednesday,2,2,4
7577,Seed + Sprout,8,10:35,635,Tuesday,1,2,23
7578,Caroline's,5,9:05,545,Sunday,6,1,7
7579,Blue Pepper,10,17:49,1069,Sunday,6,3,20
7580,Panda Express,1,14:36,876,Monday,0,3,4
7581,Croutons,3,13:25,805,Saturday,5,4,16
7582,Canyon Vista,14,7:55,475,Saturday,5,3,17
7583,Canyon Vista,14,9:18,558,Sunday,6,1,13
7584,Seed + Sprout,8,12:51,771,Sunday,6,3,18
7585,Burger King,0,9:14,554,Wednesday,2,1,8
7586,Canyon Vista,14,18:22,1102,Tuesday,1,3,19
7587,Roots,12,19:47,1187,Thursday,3,2,27
7588,Caroline's,5,11:15,675,Tuesday,1,2,21
7589,Caroline's,5,9:13,553,Monday,0,0,16
7590,Burger King,0,15:52,952,Thursday,3,3,8
7591,Burger King,0,8:52,532,Tuesday,1,2,8
7592,Burger King,0,18:37,1117,Wednesday,2,2,7
7593,Croutons,3,12:04,724,Tuesday,1,4,26
7594,Burger King,0,16:36,996,Tuesday,1,2,8
7595,Burger King,0,22:37,1357,Thursday,3,1,6
7596,Canyon Vista,14,19:03,1143,Sunday,6,2,16
7597,Croutons,3,13:23,803,Saturday,5,5,24
7598,Caroline's,5,10:07,607,Saturday,5,1,15
7599,Caroline's,5,9:05,545,Thursday,3,1,17
7600,Lemongrass,6,17:32,1052,Friday,4,2,23
7601,Curry Up Now,2,12:00,720,Wednesday,2,3,9
7602,Sixty-Four North,9,12:05,725,Friday,4,5,22
7603,Sixty-Four North,9,11:37,697,Thursday,3,3,20
7604,Croutons,3,12:08,728,Tuesday,1,4,25
7605,Burger King,0,8:08,488,Saturday,5,0,3
7606,Curry Up Now,2,16:26,986,Monday,0,4,12
7607,Sixty-Four North,9,14:04,844,Monday,0,1,18
7608,Burger King,0,10:30,630,Thursday,3,1,6
7609,Blue Pepper,10,10:46,646,Tuesday,1,3,25
7610,Curry Up Now,2,21:15,1275,Tuesday,1,4,11
7611,Blue Pepper,10,17:54,1074,Friday,4,4,34
7612,Santorini,7,9:03,543,Wednesday,2,1,9
7613,Blue Pepper,10,14:04,844,Saturday,5,3,24
7614,Canyon Vista,14,18:12,1092,Thursday,3,3,18
7615,Taco Villa,4,9:33,573,Tuesday,1,2,10
7616,Croutons,3,10:45,645,Monday,0,2,16
7617,Bistro,13,12:14,734,Friday,4,6,35
7618,Caroline's,5,8:16,496,Wednesday,2,2,17
7619,Blue Pepper,10,19:09,1149,Saturday,5,3,22
7620,Caroline's,5,13:19,799,Thursday,3,5,28
7621,Caroline's,5,11:02,662,Wednesday,2,4,17
7622,Sixty-Four North,9,12:40,760,Saturday,5,4,19
7623,Izakaya Underbelly,11,15:13,913,Sunday,6,2,15
7624,Santorini,7,11:52,712,Friday,4,3,28
7625,Bistro,13,17:58,1078,Friday,4,2,31
7626,Canyon Vista,14,8:01,481,Wednesday,2,2,18
7627,Curry Up Now,2,20:20,1220,Tuesday,1,0,6
7628,Panda Express,1,10:32,632,Saturday,5,3,4
7629,Santorini,7,9:15,555,Wednesday,2,1,15
7630,Curry Up Now,2,19:12,1152,Thursday,3,2,8
7631,Izakaya Underbelly,11,11:18,678,Saturday,5,2,19
7632,Blue Pepper,10,13:15,795,Monday,0,5,41
7633,Curry Up Now,2,21:11,1271,Friday,4,2,6
7634,Roots,12,19:53,1193,Thursday,3,0,25
7635,Taco Villa,4,9:19,559,Thursday,3,1,12
7636,Croutons,3,11:50,710,Wednesday,2,4,18
7637,Croutons,3,12:36,756,Tuesday,1,6,30
7638,Curry Up Now,2,15:37,937,Thursday,3,3,11
7639,Sixty-Four North,9,11:09,669,Saturday,5,3,18
7640,Caroline's,5,10:06,606,Wednesday,2,0,15
7641,Izakaya Underbelly,11,15:03,903,Saturday,5,2,18
7642,Bistro,13,14:54,894,Sunday,6,1,19
7643,Panda Express,1,11:01,661,Wednesday,2,2,5
7644,Croutons,3,10:59,659,Sunday,6,5,23
7645,Lemongrass,6,11:20,680,Friday,4,0,19
7646,Izakaya Underbelly,11,11:52,712,Thursday,3,5,28
7647,Croutons,3,12:51,771,Friday,4,3,22
7648,Burger King,0,22:12,1332,Monday,0,0,2
7649,Santorini,7,10:27,627,Sunday,6,1,4
7650,Izakaya Underbelly,11,13:02,782,Wednesday,2,5,36
7651,Santorini,7,8:42,522,Sunday,6,1,9
7652,Seed + Sprout,8,9:44,584,Monday,0,2,19
7653,Seed + Sprout,8,16:27,987,Tuesday,1,3,23
7654,Canyon Vista,14,16:58,1018,Tuesday,1,3,20
7655,Santorini,7,21:20,1280,Friday,4,1,16
7656,Panda Express,1,10:59,659,Tuesday,1,2,6
7657,Bistro,13,18:06,1086,Sunday,6,2,23
7658,Lemongrass,6,17:18,1038,Monday,0,3,30
7659,Croutons,3,12:16,736,Saturday,5,2,8
7660,Canyon Vista,14,16:08,968,Sunday,6,0,6
7661,Sixty-Four North,9,13:19,799,Friday,4,5,23
7662,Izakaya Underbelly,11,20:45,1245,Saturday,5,1,13
7663,Bistro,13,13:35,815,Saturday,5,4,26
7664,Izakaya Underbelly,11,19:11,1151,Thursday,3,4,20
7665,Santorini,7,20:22,1222,Friday,4,2,15
7666,Burger King,0,21:58,1318,Wednesday,2,2,7
7667,Lemongrass,6,10:02,602,Tuesday,1,1,20
7668,Burger King,0,22:03,1323,Friday,4,2,6
7669,Izakaya Underbelly,11,14:22,862,Wednesday,2,3,33
7670,Panda Express,1,15:43,943,Thursday,3,2,3
7671,Roots,12,9:04,544,Tuesday,1,3,25
7672,Curry Up Now,2,21:26,1286,Monday,0,0,4
7673,Izakaya Underbelly,11,16:03,963,Friday,4,3,29
7674,Bistro,13,14:10,850,Sunday,6,2,20
7675,Lemongrass,6,18:56,1136,Sunday,6,4,28
7676,Seed + Sprout,8,16:54,1014,Wednesday,2,0,16
7677,Bistro,13,16:59,1019,Tuesday,1,4,25
7678,Roots,12,14:15,855,Monday,0,3,25
7679,Blue Pepper,10,19:45,1185,Monday,0,3,23
7680,Canyon Vista,14,8:12,492,Wednesday,2,1,5
7681,Caroline's,5,13:11,791,Monday,0,5,12
7682,Burger King,0,13:19,799,Friday,4,5,13
7683,Burger King,0,22:25,1345,Saturday,5,2,6
7684,Bistro,13,14:55,895,Friday,4,2,28
7685,Taco Villa,4,11:34,694,Monday,0,4,16
7686,Santorini,7,8:45,525,Friday,4,0,8
7687,Burger King,0,11:25,685,Sunday,6,3,8
7688,Canyon Vista,14,15:51,951,Saturday,5,3,21
7689,Izakaya Underbelly,11,14:34,874,Monday,0,1,23
7690,Taco Villa,4,15:31,931,Monday,0,0,2
7691,Burger King,0,21:13,1273,Saturday,5,3,9
7692,Canyon Vista,14,7:40,460,Wednesday,2,2,10
7693,Caroline's,5,12:21,741,Saturday,5,2,13
7694,Burger King,0,9:08,548,Thursday,3,0,5
7695,Caroline's,5,14:38,878,Monday,0,3,20
7696,Roots,12,18:06,1086,Thursday,3,1,22
7697,Bistro,13,16:43,1003,Wednesday,2,2,26
7698,Canyon Vista,14,14:41,881,Tuesday,1,2,22
7699,Blue Pepper,10,13:28,808,Thursday,3,4,29
7700,Caroline's,5,8:47,527,Tuesday,1,1,6
7701,Panda Express,1,13:07,787,Friday,4,4,6
7702,Lemongrass,6,14:26,866,Sunday,6,3,25
7703,Canyon Vista,14,13:05,785,Monday,0,3,19
7704,Seed + Sprout,8,9:43,583,Friday,4,1,25
7705,Panda Express,1,10:24,624,Monday,0,2,3
7706,Izakaya Underbelly,11,19:22,1162,Wednesday,2,3,21
7707,Caroline's,5,10:32,632,Saturday,5,2,16
7708,Taco Villa,4,13:28,808,Sunday,6,5,15
7709,Lemongrass,6,12:47,767,Monday,0,5,44
7710,Seed + Sprout,8,8:26,506,Saturday,5,0,12
7711,Caroline's,5,11:14,674,Monday,0,0,11
7712,Burger King,0,23:46,1426,Wednesday,2,2,8
7713,Sixty-Four North,9,11:26,686,Friday,4,2,15
7714,Canyon Vista,14,13:40,820,Thursday,3,2,18
7715,Caroline's,5,8:13,493,Tuesday,1,1,14
7716,Curry Up Now,2,13:33,813,Thursday,3,2,8
7717,Panda Express,1,9:20,560,Monday,0,1,3
7718,Panda Express,1,12:11,731,Monday,0,3,4
7719,Lemongrass,6,14:09,849,Monday,0,2,35
7720,Caroline's,5,12:22,742,Wednesday,2,5,28
7721,Curry Up Now,2,20:10,1210,Monday,0,3,11
7722,Canyon Vista,14,9:50,590,Monday,0,0,9
7723,Croutons,3,11:45,705,Sunday,6,4,18
7724,Panda Express,1,14:47,887,Sunday,6,2,3
7725,Croutons,3,10:03,603,Tuesday,1,3,22
7726,Seed + Sprout,8,11:24,684,Tuesday,1,2,21
7727,Bistro,13,14:06,846,Tuesday,1,1,22
7728,Izakaya Underbelly,11,18:36,1116,Sunday,6,3,20
7729,Panda Express,1,11:08,668,Saturday,5,2,5
7730,Blue Pepper,10,12:52,772,Sunday,6,3,21
7731,Burger King,0,21:17,1277,Monday,0,2,9
7732,Croutons,3,13:23,803,Saturday,5,5,21
7733,Bistro,13,11:47,707,Saturday,5,4,27
7734,Panda Express,1,12:50,770,Monday,0,4,4
7735,Roots,12,14:58,898,Monday,0,0,22
7736,Croutons,3,13:38,818,Thursday,3,1,14
7737,Burger King,0,17:14,1034,Wednesday,2,2,9
7738,Caroline's,5,10:40,640,Thursday,3,1,16
7739,Izakaya Underbelly,11,13:25,805,Saturday,5,2,16
7740,Bistro,13,11:18,678,Friday,4,1,24
7741,Lemongrass,6,12:35,755,Saturday,5,2,18
7742,Canyon Vista,14,14:22,862,Tuesday,1,1,10
7743,Panda Express,1,9:53,593,Tuesday,1,1,1
7744,Roots,12,17:59,1079,Monday,0,2,25
7745,Izakaya Underbelly,11,11:44,704,Monday,0,4,31
7746,Croutons,3,11:51,711,Saturday,5,5,27
7747,Panda Express,1,11:15,675,Sunday,6,0,1
7748,Taco Villa,4,17:06,1026,Monday,0,2,6
7749,Santorini,7,19:01,1141,Monday,0,4,18
7750,Panda Express,1,16:37,997,Sunday,6,3,6
7751,Seed + Sprout,8,15:44,944,Thursday,3,3,27
7752,Caroline's,5,12:36,756,Tuesday,1,4,33
7753,Blue Pepper,10,18:33,1113,Friday,4,3,32
7754,Curry Up Now,2,14:53,893,Saturday,5,2,7
7755,Seed + Sprout,8,17:40,1060,Sunday,6,2,18
7756,Bistro,13,12:32,752,Wednesday,2,5,27
7757,Sixty-Four North,9,11:16,676,Saturday,5,3,13
7758,Sixty-Four North,9,13:15,795,Wednesday,2,3,15
7759,Burger King,0,14:07,847,Wednesday,2,2,9
7760,Curry Up Now,2,15:24,924,Tuesday,1,1,6
7761,Blue Pepper,10,13:50,830,Saturday,5,0,10
7762,Burger King,0,15:55,955,Monday,0,1,4
7763,Izakaya Underbelly,11,13:41,821,Thursday,3,2,23
7764,Blue Pepper,10,13:35,815,Tuesday,1,1,15
7765,Seed + Sprout,8,11:35,695,Monday,0,3,27
7766,Curry Up Now,2,14:08,848,Thursday,3,1,4
7767,Santorini,7,10:07,607,Thursday,3,1,7
7768,Panda Express,1,14:04,844,Friday,4,0,1
7769,Blue Pepper,10,15:29,929,Friday,4,3,29
7770,Panda Express,1,9:38,578,Sunday,6,1,3
7771,Canyon Vista,14,15:37,937,Wednesday,2,2,12
7772,Santorini,7,16:41,1001,Tuesday,1,2,18
7773,Seed + Sprout,8,9:12,552,Tuesday,1,0,7
7774,Panda Express,1,9:24,564,Sunday,6,2,4
7775,Burger King,0,9:11,551,Sunday,6,1,3
7776,Curry Up Now,2,10:12,612,Sunday,6,1,5
7777,Seed + Sprout,8,12:28,748,Saturday,5,4,29
7778,Lemongrass,6,14:55,895,Wednesday,2,1,13
7779,Bistro,13,11:29,689,Sunday,6,2,25
7780,Blue Pepper,10,17:14,1034,Friday,4,2,19
7781,Caroline's,5,9:30,570,Thursday,3,2,18
7782,Sixty-Four North,9,12:43,763,Wednesday,2,4,26
7783,Burger King,0,19:10,1150,Saturday,5,2,8
7784,Curry Up Now,2,19:25,1165,Tuesday,1,3,8
7785,Burger King,0,23:36,1416,Wednesday,2,1,7
7786,Croutons,3,14:59,899,Friday,4,2,17
7787,Caroline's,5,13:24,804,Friday,4,3,30
7788,Lemongrass,6,19:16,1156,Saturday,5,2,26
7789,Burger King,0,21:14,1274,Thursday,3,0,3
7790,Lemongrass,6,14:35,875,Saturday,5,1,18
7791,Canyon Vista,14,15:37,937,Tuesday,1,2,21
7792,Santorini,7,13:23,803,Monday,0,6,29
7793,Lemongrass,6,19:38,1178,Wednesday,2,2,20
7794,Panda Express,1,15:55,955,Saturday,5,1,2
7795,Curry Up Now,2,21:09,1269,Friday,4,1,4
7796,Sixty-Four North,9,14:15,855,Wednesday,2,2,24
7797,Izakaya Underbelly,11,16:53,1013,Sunday,6,1,17
7798,Burger King,0,16:28,988,Monday,0,1,8
7799,Panda Express,1,16:15,975,Saturday,5,2,4
7800,Izakaya Underbelly,11,16:58,1018,Wednesday,2,3,22
7801,Sixty-Four North,9,13:32,812,Saturday,5,2,16
7802,Santorini,7,11:24,684,Thursday,3,3,18
7803,Roots,12,9:29,569,Thursday,3,0,25
7804,Sixty-Four North,9,11:12,672,Tuesday,1,3,21
7805,Curry Up Now,2,20:53,1253,Thursday,3,4,12
7806,Sixty-Four North,9,13:00,780,Tuesday,1,2,14
7807,Curry Up Now,2,13:10,790,Saturday,5,4,10
7808,Blue Pepper,10,18:11,1091,Thursday,3,1,15
7809,Taco Villa,4,19:26,1166,Sunday,6,3,9
7810,Izakaya Underbelly,11,11:55,715,Saturday,5,7,35
7811,Seed + Sprout,8,11:43,703,Wednesday,2,3,24
7812,Seed + Sprout,8,11:40,700,Wednesday,2,3,25
7813,Burger King,0,11:57,717,Sunday,6,5,10
7814,Blue Pepper,10,19:42,1182,Sunday,6,2,21
7815,Izakaya Underbelly,11,20:41,1241,Sunday,6,3,20
7816,Roots,12,19:51,1191,Thursday,3,2,24
7817,Caroline's,5,11:44,704,Sunday,6,6,28
7818,Lemongrass,6,17:37,1057,Sunday,6,2,23
7819,Roots,12,9:56,596,Tuesday,1,1,21
7820,Bistro,13,12:38,758,Friday,4,2,28
7821,Curry Up Now,2,18:54,1134,Friday,4,1,6
7822,Lemongrass,6,11:52,712,Tuesday,1,3,30
7823,Sixty-Four North,9,14:30,870,Wednesday,2,2,12
7824,Panda Express,1,16:54,1014,Friday,4,3,6
7825,Taco Villa,4,19:16,1156,Wednesday,2,2,11
7826,Sixty-Four North,9,14:59,899,Saturday,5,3,17
7827,Canyon Vista,14,14:17,857,Sunday,6,2,11
7828,Lemongrass,6,11:03,663,Thursday,3,2,18
7829,Caroline's,5,9:32,572,Friday,4,2,22
7830,Seed + Sprout,8,14:09,849,Saturday,5,2,21
7831,Lemongrass,6,13:30,810,Saturday,5,3,24
7832,Caroline's,5,8:58,538,Wednesday,2,2,12
7833,Sixty-Four North,9,12:12,732,Monday,0,5,23
7834,Curry Up Now,2,20:36,1236,Thursday,3,3,9
7835,Panda Express,1,13:45,825,Sunday,6,2,3
7836,Santorini,7,21:05,1265,Sunday,6,2,15
7837,Burger King,0,19:19,1159,Saturday,5,4,10
7838,Seed + Sprout,8,17:48,1068,Wednesday,2,3,20
7839,Blue Pepper,10,13:11,791,Monday,0,2,17
7840,Canyon Vista,14,16:56,1016,Friday,4,3,18
7841,Seed + Sprout,8,9:55,595,Monday,0,0,12
7842,Seed + Sprout,8,11:15,675,Thursday,3,1,16
7843,Panda Express,1,13:21,801,Thursday,3,4,7
7844,Canyon Vista,14,12:26,746,Tuesday,1,4,28
7845,Blue Pepper,10,13:52,832,Friday,4,1,15
7846,Burger King,0,12:18,738,Monday,0,4,9
7847,Santorini,7,18:13,1093,Friday,4,1,6
7848,Canyon Vista,14,9:34,574,Thursday,3,1,7
7849,Sixty-Four North,9,14:02,842,Tuesday,1,1,13
7850,Burger King,0,21:08,1268,Saturday,5,0,3
7851,Panda Express,1,14:45,885,Monday,0,2,6
7852,Sixty-Four North,9,14:38,878,Thursday,3,4,20
7853,Blue Pepper,10,17:20,1040,Tuesday,1,3,22
7854,Blue Pepper,10,10:29,629,Thursday,3,3,24
7855,Croutons,3,14:13,853,Wednesday,2,1,13
7856,Seed + Sprout,8,12:03,723,Tuesday,1,4,30
7857,Caroline's,5,14:02,842,Sunday,6,2,15
7858,Taco Villa,4,19:34,1174,Thursday,3,1,6
7859,Panda Express,1,15:31,931,Wednesday,2,1,3
7860,Curry Up Now,2,10:37,637,Saturday,5,2,7
7861,Caroline's,5,14:04,844,Thursday,3,3,25
7862,Croutons,3,14:34,874,Thursday,3,4,23
7863,Caroline's,5,14:11,851,Tuesday,1,3,24
7864,Panda Express,1,15:16,916,Friday,4,1,4
7865,Blue Pepper,10,13:50,830,Saturday,5,1,15
7866,Lemongrass,6,17:54,1074,Tuesday,1,2,18
7867,Izakaya Underbelly,11,17:29,1049,Saturday,5,3,20
7868,Curry Up Now,2,13:58,838,Sunday,6,1,4
7869,Burger King,0,19:57,1197,Friday,4,2,7
7870,Sixty-Four North,9,11:16,676,Tuesday,1,3,23
7871,Caroline's,5,9:37,577,Monday,0,0,10
7872,Santorini,7,21:39,1299,Monday,0,2,15
7873,Blue Pepper,10,10:01,601,Thursday,3,1,18
7874,Lemongrass,6,12:33,753,Monday,0,6,28
7875,Santorini,7,12:44,764,Tuesday,1,6,34
7876,Sixty-Four North,9,11:32,692,Tuesday,1,4,21
7877,Caroline's,5,14:41,881,Monday,0,2,17
7878,Izakaya Underbelly,11,14:11,851,Thursday,3,1,14
7879,Bistro,13,11:23,683,Sunday,6,3,24
7880,Seed + Sprout,8,16:22,982,Sunday,6,1,10
7881,Taco Villa,4,17:20,1040,Thursday,3,2,12
7882,Caroline's,5,14:24,864,Wednesday,2,2,20
7883,Sixty-Four North,9,14:22,862,Saturday,5,3,9
7884,Seed + Sprout,8,14:22,862,Friday,4,3,26
7885,Curry Up Now,2,21:18,1278,Friday,4,2,8
7886,Caroline's,5,11:56,716,Friday,4,4,19
7887,Sixty-Four North,9,11:44,704,Friday,4,5,21
7888,Santorini,7,21:22,1282,Thursday,3,0,9
7889,Curry Up Now,2,18:14,1094,Wednesday,2,3,9
7890,Taco Villa,4,18:06,1086,Sunday,6,3,18
7891,Croutons,3,13:45,825,Monday,0,2,13
7892,Lemongrass,6,19:18,1158,Sunday,6,4,28
7893,Sixty-Four North,9,11:31,691,Monday,0,5,26
7894,Lemongrass,6,18:33,1113,Thursday,3,2,34
7895,Panda Express,1,16:50,1010,Sunday,6,2,3
7896,Izakaya Underbelly,11,17:11,1031,Saturday,5,1,15
7897,Burger King,0,8:13,493,Saturday,5,1,3
7898,Bistro,13,14:52,892,Monday,0,0,24
7899,Taco Villa,4,11:24,684,Monday,0,3,14
7900,Lemongrass,6,16:44,1004,Monday,0,2,20
